,Items,Support,Confidence,Ground Truth
0,"{'IPTIME', '1.3.4d'}",0.004515546381112115,1.0,IPTime | printer | 
262,"{'NVR', 'axis'}",0.0025803122177783513,0.6521739130434783,P7224 Video Encoder Blade |  | 
263,"{'camera', 'NVR'}",0.0025803122177783513,0.6521739130434783,Q3505 Fixed Dome Network Camera | camera | 
264,"{'NVR16', 'axis'}",0.003913473530297166,1.0,P7224 Video Encoder Blade |  | 
265,"{'camera', 'NVR16'}",0.003913473530297166,1.0,Q3505 Fixed Dome Network Camera | camera | 
266,"{'ptz', 'NVR16'}",0.003913473530297166,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
267,"{'axis', 'NVR32'}",0.003913473530297166,1.0,P7224 Video Encoder Blade |  | 
268,"{'camera', 'NVR32'}",0.003913473530297166,1.0,Q3505 Fixed Dome Network Camera | camera | 
269,"{'ptz', 'NVR32'}",0.003913473530297166,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
270,"{'axis', 'NVR64'}",0.003913473530297166,1.0,P7224 Video Encoder Blade |  | 
271,"{'camera', 'NVR64'}",0.003913473530297166,1.0,Q3505 Fixed Dome Network Camera | camera | 
272,"{'ptz', 'NVR64'}",0.003913473530297166,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
273,"{'NVR8', 'axis'}",0.003913473530297166,1.0,P7224 Video Encoder Blade |  | 
274,"{'camera', 'NVR8'}",0.003913473530297166,1.0,Q3505 Fixed Dome Network Camera | camera | 
275,"{'ptz', 'NVR8'}",0.003913473530297166,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
276,"{'OMNITIKU-5HND', 'mikrotik'}",0.0058487076936309295,1.0,MikroTik | router | 
277,"{'ONVIF2.4', 'axis'}",0.001118135294370619,1.0,P7224 Video Encoder Blade |  | 
278,"{'camera', 'ONVIF2.4'}",0.001118135294370619,1.0,Q3505 Fixed Dome Network Camera | camera | 
279,"{'ptz', 'ONVIF2.4'}",0.001118135294370619,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
280,"{'ORANGE', 'kraljevica'}",0.0018922289597041243,1.0,"MikroTik,MikroTik | router,router | "
281,"{'ORANGE', 'kraljevica'}",0.0018922289597041243,0.8,"MikroTik,MikroTik | router,router | "
282,"{'ORANGE', 'mikrotik'}",0.0018922289597041243,1.0,MikroTik | router | 
283,"{'ORANGE', 'tdi'}",0.0018922289597041243,1.0,"MikroTik,MikroTik | router,router | "
284,"{'ORANGE', 'tdi'}",0.0018922289597041243,0.8,"MikroTik,MikroTik | router,router | "
285,"{'mikrotik', 'OSL4'}",0.006278759729927321,1.0,MikroTik | router | 
286,"{'P-4S', 'mikrotik'}",0.005762697286371651,1.0,MikroTik | router | 
287,"{'P2P', 'axis'}",0.0012041457016298972,1.0,P7224 Video Encoder Blade |  | 
288,"{'camera', 'P2P'}",0.0012041457016298972,1.0,Q3505 Fixed Dome Network Camera | camera | 
289,"{'ptz', 'P2P'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
290,"{'PANASONIC', 'axis'}",0.002322280996000516,0.9642857142857143,P7224 Video Encoder Blade |  | 
291,"{'PANASONIC', 'camera'}",0.002322280996000516,0.9642857142857143,Q3505 Fixed Dome Network Camera | camera | 
292,"{'PRINTER', 'asus'}",0.013546639143336344,0.8873239436619719,RT-N66W | soho router | 
293,"{'mikrotik', 'QRT5'}",0.0029243538468154647,1.0,MikroTik | router | 
294,"{'QRT5AC', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
295,"{'R3ALIENWARE', 'axis'}",0.003913473530297166,1.0,P7224 Video Encoder Blade |  | 
296,"{'camera', 'R3ALIENWARE'}",0.003913473530297166,1.0,Q3505 Fixed Dome Network Camera | camera | 
297,"{'ptz', 'R3ALIENWARE'}",0.003913473530297166,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
298,"{'R3DELL', 'axis'}",0.003913473530297166,1.0,P7224 Video Encoder Blade |  | 
299,"{'camera', 'R3DELL'}",0.003913473530297166,1.0,Q3505 Fixed Dome Network Camera | camera | 
300,"{'ptz', 'R3DELL'}",0.003913473530297166,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
301,"{'R5', 'mikrotik'}",0.002967359050445104,1.0,MikroTik | router | 
302,"{'asus', 'R6700'}",0.0010321248871113405,1.0,RT-N66W | soho router | 
303,"{'asus', 'R7000'}",0.001376166516148454,1.0,RT-N66W | soho router | 
304,"{'RB2011IL', 'mikrotik'}",0.0031393798649636605,1.0,MikroTik | router | 
305,"{'RB260GSP', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
306,"{'RB3011', 'mikrotik'}",0.006450780544445878,1.0,MikroTik | router | 
307,"{'mikrotik', 'RB3011UIAS'}",0.006751816969853352,1.0,MikroTik | router | 
308,"{'mikrotik', 'RB450'}",0.006149744119038404,1.0,MikroTik | router | 
309,"{'RB450GX4', 'mikrotik'}",0.00580570249000129,1.0,MikroTik | router | 
310,"{'mikrotik', 'RB750GR3'}",0.006235754526297682,0.9006211180124224,MikroTik | router | 
311,"{'mikrotik', 'RB750R2'}",0.006450780544445878,1.0,MikroTik | router | 
312,"{'mikrotik', 'RB911-5HN'}",0.00580570249000129,1.0,MikroTik | router | 
313,"{'RB911G', 'mikrotik'}",0.005934718100890208,1.0,MikroTik | router | 
314,"{'mikrotik', 'RB911G5HPACD'}",0.0029243538468154647,1.0,MikroTik | router | 
315,"{'RB922UAGS', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
316,"{'RB922UAGS5HPA', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
317,"{'RB941-2NDGULSHAN', 'mikrotik'}",0.0010751300907409797,1.0,MikroTik | router | 
318,"{'mikrotik', 'RB951G'}",0.0037414527157786093,1.0,MikroTik | router | 
319,"{'RB951UI', 'mikrotik'}",0.0038274631230378877,1.0,MikroTik | router | 
320,"{'mikrotik', 'RB953GS'}",0.002967359050445104,1.0,MikroTik | router | 
321,"{'mikrotik', 'RB953GS5HNTRP'}",0.0029243538468154647,1.0,MikroTik | router | 
322,"{'RBGR52HPN', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
323,"{'RBGRA52HPN', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
324,"{'RBM11G', 'mikrotik'}",0.005762697286371651,1.0,MikroTik | router | 
325,"{'mikrotik', 'RBM33G'}",0.005762697286371651,1.0,MikroTik | router | 
326,"{'mikrotik', 'RBMETAL5SHPN'}",0.003010364254074743,1.0,MikroTik | router | 
327,"{'RJ-45', 'asus'}",0.00210725497785232,0.9074074074074074,RT-N66W | soho router | 
328,"{'mikrotik', 'RJ45'}",0.004300520362963919,0.9009009009009009,MikroTik | router | 
329,"{'ana', 'ROUTER'}",0.0010751300907409797,0.6756756756756758,"MikroTik,MikroTik | router,router | "
330,"{'ROUTER', 'aos'}",0.002322280996000516,0.5625,AP9630 | power distribution unit | 
331,"{'ROUTER', 'ap-1006'}",0.01324560271792887,0.9777777777777777,MikroTik | router | 
332,"{'ap02', 'ROUTER'}",0.00210725497785232,0.7903225806451614,"MikroTik,MikroTik | router,router | "
333,"{'ROUTER', 'ap7901'}",0.0021502601814819594,0.5681818181818182,AP7901 | power distribution unit | 
334,"{'asus', 'ROUTER'}",0.14819593170773662,0.7588636864126844,RT-N66W | soho router | 
335,"{'balanceador', 'ROUTER'}",0.001849223756074485,0.9347826086956522,"MikroTik,MikroTik,MikroTik | router | "
336,"{'bunge', 'ROUTER'}",0.0014191717197780931,0.7857142857142857,"MikroTik,MikroTik | router,router | "
337,"{'capitan', 'ROUTER'}",0.001118135294370619,0.838709677419355,"MikroTik,MikroTik | router,router | "
338,"{'chawala-mikrotik', 'ROUTER'}",0.005160624435556703,0.7453416149068324,"MikroTik,MikroTik | router,router | "
339,"{'darunnahdlah', 'ROUTER'}",0.00210725497785232,0.7903225806451614,"MikroTik,MikroTik | router,router | "
340,"{'dsl-ac52u', 'ROUTER'}",0.00580570249000129,0.5510204081632653,DSL-AC52U | soho router | 
341,"{'ROUTER', 'dsl-ac56u'}",0.001634197737926289,0.6440677966101694,DSL-AC56U | soho router | 
342,"{'dsl-ac68u', 'ROUTER'}",0.00580570249000129,0.5696202531645569,DSL-AC68U | soho router | 
343,"{'dst&pppoe', 'ROUTER'}",0.0012041457016298972,0.8484848484848485,MikroTik | router | 
344,"{'ROUTER', 'fani'}",0.0016772029415559283,0.6393442622950819,MikroTik | router | 
345,"{'ROUTER', 'harman'}",0.007439900227927579,0.7238493723849372,"MikroTik,MikroTik | router,router | "
346,"{'ROUTER', 'infantilandia'}",0.0017632133488152066,0.9761904761904762,MikroTik | router | 
347,"{'ROUTER', 'intan'}",0.0012041457016298972,0.8484848484848485,MikroTik | router | 
348,"{'kuprianowicz-bozena', 'ROUTER'}",0.0019782393669634025,0.8679245283018868,MikroTik | router | 
349,"{'mb', 'ROUTER'}",0.001376166516148454,0.9696969696969696,MikroTik | router | 
350,"{'mikrotik', 'ROUTER'}",0.4463080032683955,0.7285363285363285,MikroTik | router | 
351,"{'mikrotik', 'ROUTER'}",0.4463080032683955,0.7018326908771217,MikroTik | router | 
352,"{'mirna', 'ROUTER'}",0.005160624435556703,0.7453416149068324,MikroTik | router | 
353,"{'ROUTER', 'navarro'}",0.001118135294370619,0.838709677419355,"MikroTik,MikroTik | router,router | "
354,"{'ROUTER', 'novotny_router'}",0.0033114006794822174,0.8020833333333334,"MikroTik,MikroTik | router,router | "
355,"{'ROUTER', 'paula'}",0.007439900227927579,0.7238493723849372,"MikroTik,MikroTik | router,router | "
356,"{'peco145', 'ROUTER'}",0.0012041457016298972,0.9655172413793103,"MikroTik,MikroTik | router,router | "
357,"{'ROUTER', 'pharma'}",0.002064249774222681,0.631578947368421,MikroTik | router | 
358,"{'ROUTER', 'pira'}",0.001376166516148454,0.9696969696969696,MikroTik | router | 
359,"{'pm4', 'ROUTER'}",0.002236270588741238,0.9285714285714287,MikroTik | router | 
360,"{'ponpes', 'ROUTER'}",0.00210725497785232,0.7903225806451614,"MikroTik,MikroTik | router,router | "
361,"{'r7000', 'ROUTER'}",0.0016772029415559283,0.975,R7000 | soho router | 
362,"{'ROUTER', 'rb2011'}",0.0017632133488152066,0.9761904761904762,MikroTik | router | 
363,"{'rb750r', 'ROUTER'}",0.004128499548445362,0.9504950495049506,MikroTik | router | 
364,"{'ROUTER', 'router'}",0.012858555885262116,0.7786458333333333,SR 7750 | infrastructure router | 
365,"{'rt-ac3100', 'ROUTER'}",0.0015911925342966498,0.9736842105263157,RT-AC3100 | soho router | 
366,"{'rt-ac3200', 'ROUTER'}",0.012643529867113921,0.9932432432432433,RT-AC3200 | soho router | 
367,"{'ROUTER', 'rt-ac51u'}",0.002322280996000516,0.8999999999999999,RT-AC51U | soho router | 
368,"{'ROUTER', 'rt-ac52u'}",0.004128499548445362,0.6530612244897959,RT-AC52U | soho router | 
369,"{'rt-ac5300', 'ROUTER'}",0.004472541177482476,0.9811320754716982,RT-AC5300 | soho router | 
370,"{'ROUTER', 'rt-ac55uhp'}",0.004558551584741753,0.803030303030303,RT-AC55UHP | soho router | 
371,"{'rt-ac56r', 'ROUTER'}",0.00795596267148325,0.6537102473498233,RT-AC56R | soho router | 
372,"{'ROUTER', 'rt-ac56u'}",0.012299488238076807,0.5053003533568905,RT-AC56U | soho router | 
373,"{'rt-ac58u', 'ROUTER'}",0.003870468326667527,0.8823529411764706,RT-AC58U | soho router | 
374,"{'rt-ac66u', 'ROUTER'}",0.00842901991140928,0.7313432835820896,RT-AC66U | soho router | 
375,"{'rt-ac66u_b1', 'ROUTER'}",0.00421450995570464,0.7313432835820896,RT-AC66U_B1 | soho router | 
376,"{'ROUTER', 'rt-ac68p'}",0.009289123984002064,0.9818181818181818,RT-AC68P | soho router | 
377,"{'ROUTER', 'rt-ac68r'}",0.00421450995570464,0.8166666666666667,RT-AC68R | soho router | 
378,"{'ROUTER', 'rt-ac68u'}",0.012987571496151035,0.993421052631579,RT-AC68U | soho router | 
379,"{'rt-ac68w', 'ROUTER'}",0.001634197737926289,0.59375,RT-AC68W | soho router | 
380,"{'ROUTER', 'rt-ac87u'}",0.005934718100890208,0.8624999999999999,RT-AC87U | soho router | 
381,"{'rt-ac88u', 'ROUTER'}",0.0026663226250376293,0.9393939393939393,RT-AC88U | soho router | 
382,"{'ROUTER', 'rt-acrh13'}",0.009848191631187374,0.6795252225519288,RT-ACRH13 | soho router | 
383,"{'ROUTER', 'rt-ax88u'}",0.001634197737926289,0.8837209302325582,RT-AX88U | soho router | 
384,"{'rt-n66r', 'ROUTER'}",0.0015481873306670106,0.72,RT-N66R | soho router | 
385,"{'ROUTER', 'rt-n66u'}",0.002752333032296908,0.8648648648648648,RT-N66U | soho router | 
386,"{'ROUTER', 'rt-n66w'}",0.001634197737926289,0.9743589743589743,RT-N66W | soho router | 
387,"{'saharanpur', 'ROUTER'}",0.0033114006794822174,0.8020833333333334,MikroTik | router | 
388,"{'ROUTER', 'shahriar-router'}",0.0033114006794822174,0.8020833333333334,"MikroTik,MikroTik | router,router | "
389,"{'ROUTER', 'skrzydlice'}",0.0019782393669634025,0.8679245283018868,MikroTik | router | 
390,"{'technics', 'ROUTER'}",0.004257515159334279,0.5499999999999999,"MikroTik,MikroTik | router,router | "
391,"{'ROUTER', 'teluk'}",0.0012041457016298972,0.8484848484848485,MikroTik | router | 
392,"{'ROUTER', 'tm-ac1900'}",0.006063733711779125,0.8980891719745223,TM-AC1900 | soho router | 
393,"{'transporte', 'ROUTER'}",0.005160624435556703,0.7453416149068324,MikroTik | router | 
394,"{'ultrarap_diveo_main_gateway_router', 'ROUTER'}",0.0033114006794822174,0.8020833333333334,MikroTik | router | 
395,"{'v2.7.0', 'ROUTER'}",0.0021502601814819594,0.5681818181818182,AP7901 | power distribution unit | 
396,"{'vivo', 'ROUTER'}",0.001376166516148454,0.9696969696969696,MikroTik | router | 
397,"{'ws880', 'ROUTER'}",0.003397411086741496,0.9404761904761906,WS880 | soho router | 
398,"{'mikrotik', 'ROUTER108'}",0.009762181223928095,1.0,MikroTik | router | 
399,"{'ROUTER3G', 'axis'}",0.003913473530297166,1.0,P7224 Video Encoder Blade |  | 
400,"{'camera', 'ROUTER3G'}",0.003913473530297166,1.0,Q3505 Fixed Dome Network Camera | camera | 
401,"{'ptz', 'ROUTER3G'}",0.003913473530297166,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
402,"{'ROUTERBOARD', 'ap-1006'}",0.009590160409409538,0.7079365079365079,MikroTik | router | 
403,"{'ROUTERBOARD', 'mikrotik'}",0.17051563239151937,0.9442724458204335,MikroTik | router | 
404,"{'mikrotik', 'ROUTERBOARD-450GX4'}",0.005762697286371651,1.0,MikroTik | router | 
405,"{'axis', 'ROUTERLTE-3G'}",0.003913473530297166,1.0,P7224 Video Encoder Blade |  | 
406,"{'camera', 'ROUTERLTE-3G'}",0.003913473530297166,1.0,Q3505 Fixed Dome Network Camera | camera | 
407,"{'ptz', 'ROUTERLTE-3G'}",0.003913473530297166,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
408,"{'asus', 'RT-AC66U'}",0.001634197737926289,0.95,RT-N66W | soho router | 
409,"{'asus', 'RT-AC68U'}",0.0024512966068894336,1.0,RT-N66W | soho router | 
410,"{'asus', 'RT-AC86U'}",0.0012471509052595364,1.0,RT-N66W | soho router | 
411,"{'asus', 'RT-AC88U'}",0.0014621769234077324,1.0,RT-N66W | soho router | 
412,"{'asus', 'RT-N66U'}",0.0017632133488152066,1.0,RT-N66W | soho router | 
413,"{'RULE6', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
414,"{'mikrotik', 'S-1S'}",0.00688083258074227,1.0,MikroTik | router | 
415,"{'mikrotik', 'S-2HND'}",0.006622801358964435,1.0,MikroTik | router | 
416,"{'mikrotik', 'S-4S'}",0.002967359050445104,1.0,MikroTik | router | 
417,"{'S1', 'mikrotik'}",0.005762697286371651,0.9115646258503401,MikroTik | router | 
418,"{'axis', 'SAMSUNG'}",0.005375650453704898,0.7621951219512195,P7224 Video Encoder Blade |  | 
419,"{'camera', 'SAMSUNG'}",0.005375650453704898,0.7621951219512195,Q3505 Fixed Dome Network Camera | camera | 
420,"{'SIAMOSERVIZISOLUZIONIWI4SPOTWI4TOWERISP', 'mikrotik'}",0.01754612308089279,1.0,MikroTik | router | 
421,"{'SOCKS4', 'mikrotik'}",0.0031823850685932997,1.0,MikroTik | router | 
422,"{'SOLUTIONS3G', 'mikrotik'}",0.01728809185911495,1.0,MikroTik | router | 
423,"{'SPRINT', 'dudic'}",0.001161140498000258,0.5094339622641509,MikroTik | router | 
424,"{'SPRINT', 'ljubomir'}",0.001161140498000258,0.5094339622641509,MikroTik | router | 
425,"{'SPRINT', 'mikrotik'}",0.001161140498000258,0.5094339622641509,MikroTik | router | 
426,"{'asus', 'STAR'}",0.0040424891411860835,1.0,RT-N66W | soho router | 
427,"{'mikrotik', 'SWITCH'}",0.10304046789661549,0.8202670318384114,MikroTik | router | 
428,"{'SWITCHES', 'mikrotik'}",0.0190943104115598,0.5495049504950495,MikroTik | router | 
429,"{'T3500COMPUTERSFLASH', 'axis'}",0.003913473530297166,1.0,P7224 Video Encoder Blade |  | 
430,"{'T3500COMPUTERSFLASH', 'camera'}",0.003913473530297166,1.0,Q3505 Fixed Dome Network Camera | camera | 
431,"{'T3500COMPUTERSFLASH', 'ptz'}",0.003913473530297166,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
432,"{'T520', 'axis'}",0.003913473530297166,1.0,P7224 Video Encoder Blade |  | 
433,"{'camera', 'T520'}",0.003913473530297166,1.0,Q3505 Fixed Dome Network Camera | camera | 
434,"{'ptz', 'T520'}",0.003913473530297166,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
435,"{'T795', 'axis'}",0.003913473530297166,1.0,P7224 Video Encoder Blade |  | 
436,"{'camera', 'T795'}",0.003913473530297166,1.0,Q3505 Fixed Dome Network Camera | camera | 
437,"{'ptz', 'T795'}",0.003913473530297166,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
438,"{'T830HP', 'axis'}",0.003913473530297166,1.0,P7224 Video Encoder Blade |  | 
439,"{'camera', 'T830HP'}",0.003913473530297166,1.0,Q3505 Fixed Dome Network Camera | camera | 
440,"{'ptz', 'T830HP'}",0.003913473530297166,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
441,"{'mikrotik', 'TCP8'}",0.0028813486431858255,1.0,MikroTik | router | 
442,"{'dudic', 'TEAM'}",0.0012041457016298972,0.5833333333333334,MikroTik | router | 
443,"{'ljubomir', 'TEAM'}",0.0012041457016298972,0.5833333333333334,MikroTik | router | 
444,"{'mikrotik', 'TEAM'}",0.0017202081451855675,0.8333333333333334,MikroTik | router | 
445,"{'mikrotik', 'TECHNOLOGYFOUNDED1996HEADQUARTERSLATVIA'}",0.003225390272222939,1.0,MikroTik | router | 
446,"{'TELTONIKA', 'europa'}",0.008644045929557476,1.0,MikroTik | router | 
447,"{'TELTONIKA', 'mikrotik'}",0.008644045929557476,1.0,MikroTik | router | 
448,"{'mikrotik', 'THEMFOLLOW386'}",0.0028813486431858255,1.0,MikroTik | router | 
449,"{'TOSHIBA', 'axis'}",0.004257515159334279,0.9899999999999999,P7224 Video Encoder Blade |  | 
450,"{'camera', 'TOSHIBA'}",0.004257515159334279,0.9899999999999999,Q3505 Fixed Dome Network Camera | camera | 
451,"{'U-5HND', 'mikrotik'}",0.0058487076936309295,1.0,MikroTik | router | 
452,"{'mikrotik', 'US-8'}",0.009762181223928095,1.0,MikroTik | router | 
453,"{'V2', 'mikrotik'}",0.0033114006794822174,0.7777777777777778,MikroTik | router | 
454,"{'mikrotik', 'V2.6'}",0.003225390272222939,1.0,MikroTik | router | 
455,"{'mikrotik', 'V3'}",0.0031823850685932997,0.6851851851851852,MikroTik | router | 
456,"{'V3.3', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
457,"{'mikrotik', 'V6'}",0.01268653507074356,1.0,MikroTik | router | 
458,"{'WI4SPOT', 'mikrotik'}",0.01754612308089279,1.0,MikroTik | router | 
459,"{'mikrotik', 'WI4TOWER'}",0.01754612308089279,1.0,MikroTik | router | 
460,"{'asus', 'X3'}",0.001118135294370619,0.9629629629629631,RT-N66W | soho router | 
461,"{'mikrotik', 'X86'}",0.0020212445705930417,1.0,MikroTik | router | 
462,"{'MIKROTIK', 'mb', '-'}",0.0014191717197780931,1.0,MikroTik | router | 
463,"{'MIKROTIK', 'mb', '-'}",0.0014191717197780931,1.0,MikroTik | router | 
464,"{'MIKROTIK', 'mikrotik', '-'}",0.007052853395260826,1.0,MikroTik | router | 
465,"{'MIKROTIK', 'mikrotik', '-'}",0.007052853395260826,0.7256637168141592,MikroTik | router | 
466,"{'mirna', 'MIKROTIK', '-'}",0.00473057239926031,0.6707317073170732,MikroTik | router | 
467,"{'mirna', 'MIKROTIK', '-'}",0.00473057239926031,0.6832298136645962,MikroTik | router | 
468,"{'mirna', 'MIKROTIK', '-'}",0.00473057239926031,1.0,MikroTik | router | 
469,"{'MIKROTIK', '-', 'pira'}",0.0014191717197780931,1.0,MikroTik | router | 
470,"{'MIKROTIK', '-', 'pira'}",0.0014191717197780931,1.0,MikroTik | router | 
471,"{'transporte', 'MIKROTIK', '-'}",0.00473057239926031,0.6707317073170732,MikroTik | router | 
472,"{'transporte', 'MIKROTIK', '-'}",0.00473057239926031,0.6832298136645962,MikroTik | router | 
473,"{'transporte', 'MIKROTIK', '-'}",0.00473057239926031,1.0,MikroTik | router | 
474,"{'MIKROTIK', 'vivo', '-'}",0.0014191717197780931,1.0,MikroTik | router | 
475,"{'MIKROTIK', 'vivo', '-'}",0.0014191717197780931,1.0,MikroTik | router | 
476,"{'mb', 'ROUTER', '-'}",0.001376166516148454,0.9696969696969696,MikroTik | router | 
477,"{'mb', 'ROUTER', '-'}",0.001376166516148454,1.0,MikroTik | router | 
478,"{'ROUTER', '-', 'mikrotik'}",0.0074829054315572185,1.0,MikroTik | router | 
479,"{'ROUTER', '-', 'mikrotik'}",0.0074829054315572185,0.7699115044247787,MikroTik | router | 
480,"{'mirna', 'ROUTER', '-'}",0.005160624435556703,0.6896551724137931,MikroTik | router | 
481,"{'mirna', 'ROUTER', '-'}",0.005160624435556703,0.7453416149068324,MikroTik | router | 
482,"{'mirna', 'ROUTER', '-'}",0.005160624435556703,1.0,MikroTik | router | 
483,"{'ROUTER', '-', 'pira'}",0.001376166516148454,0.9696969696969696,MikroTik | router | 
484,"{'ROUTER', '-', 'pira'}",0.001376166516148454,1.0,MikroTik | router | 
485,"{'transporte', 'ROUTER', '-'}",0.005160624435556703,0.6896551724137931,MikroTik | router | 
486,"{'transporte', 'ROUTER', '-'}",0.005160624435556703,0.7453416149068324,MikroTik | router | 
487,"{'transporte', 'ROUTER', '-'}",0.005160624435556703,1.0,MikroTik | router | 
488,"{'ROUTER', '-', 'vivo'}",0.001376166516148454,0.9696969696969696,MikroTik | router | 
489,"{'ROUTER', '-', 'vivo'}",0.001376166516148454,1.0,MikroTik | router | 
490,"{'ROUTERBOARD', '-', 'mikrotik'}",0.00210725497785232,1.0,MikroTik | router | 
491,"{'mirna', 'ROUTERBOARD', '-'}",0.00210725497785232,1.0,MikroTik | router | 
492,"{'mirna', 'ROUTERBOARD', '-'}",0.00210725497785232,1.0,MikroTik | router | 
493,"{'transporte', 'ROUTERBOARD', '-'}",0.00210725497785232,1.0,MikroTik | router | 
